Query	Query_name	Query_accession	Target_name	Target_accession	Evalue	score	bias	dom_Evalue	dom_score	dom_bias	exp	reg	clu	ov	env	dom	rep	inc	start	end	strand	misc
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1071	-	VOG13448	-	5.8e-29	97.4	0.1	5.8e-29	97.4	0.1	1.7	2	0	0	2	2	2	1	1218204	1220783	-1	ID=1_1071;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=7bp;gc_cont=0.293
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_794	-	VOG13448	-	2.7e-26	88.6	4.6	2.7e-26	88.6	4.6	1.7	1	1	1	2	2	2	1	921484	923619	1	ID=1_794;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=10bp;gc_cont=0.269
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1083	-	VOG13448	-	7.4e-26	87.1	3.6	1.2e-13	46.8	0.0	2.6	3	0	0	3	3	3	2	1231439	1233697	1	ID=1_1083;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.292
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_123	-	VOG13448	-	1.2e-23	79.9	4.0	4.6e-15	51.5	0.0	2.1	2	0	0	2	2	2	2	119703	121202	-1	ID=1_123;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.281
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_268	-	VOG13448	-	1.7e-22	76.0	0.1	2.5e-22	75.5	0.1	1.3	1	0	0	1	1	1	1	280494	281630	-1	ID=1_268;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=8bp;gc_cont=0.286
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_847	-	VOG13448	-	3e-22	75.2	11.2	1.2e-12	43.5	0.1	2.6	2	1	0	2	2	2	2	986916	988655	-1	ID=1_847;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=4bp;gc_cont=0.267
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1166	-	VOG13620	-	8.6e-290	956.7	26.6	9.6e-290	956.6	26.6	1.0	1	0	0	1	1	1	1	1316221	1317498	1	ID=1_1166;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=7bp;gc_cont=0.285
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1164	-	VOG13620	-	2.5e-97	322.7	25.7	2.9e-97	322.4	25.7	1.0	1	0	0	1	1	1	1	1313454	1314716	1	ID=1_1164;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=4bp;gc_cont=0.284
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1165	-	VOG13620	-	1.8e-76	254.0	30.6	3.1e-74	246.6	30.6	2.0	1	1	0	1	1	1	1	1314855	1316177	1	ID=1_1165;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=4bp;gc_cont=0.268
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_388	-	VOG13620	-	2e-50	168.1	38.5	2.2e-28	95.5	25.4	2.6	1	1	1	2	2	2	2	447494	448696	-1	ID=1_388;partial=00;start_type=ATG;rbs_motif=TATAT;rbs_spacer=4bp;gc_cont=0.244
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1009	-	VOG13620	-	6.9e-25	84.0	5.1	8.5e-25	83.7	5.1	1.2	1	0	0	1	1	1	1	1162575	1163249	1	ID=1_1009;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=9bp;gc_cont=0.280
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1010	-	VOG13620	-	9.4e-23	77.0	2.3	9.4e-23	77.0	2.3	1.7	1	1	1	2	2	2	1	1163352	1163888	1	ID=1_1010;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.251
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_510	-	VOG13762	-	6.1e-159	525.3	3.1	6.8e-159	525.2	3.1	1.0	1	0	0	1	1	1	1	600571	601725	-1	ID=1_510;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=4bp;gc_cont=0.328
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_966	-	VOG13797	-	3.4e-29	98.2	28.4	5.8e-11	38.6	3.9	4.5	2	2	2	4	4	4	4	1120875	1122482	-1	ID=1_966;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.340
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1116	-	VOG13797	-	2.2e-27	92.2	32.2	2.2e-16	56.3	10.3	4.4	1	1	4	5	5	5	5	1267380	1268903	-1	ID=1_1116;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.308
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1114	-	VOG13797	-	6.9e-26	87.4	33.2	2.2e-10	36.7	6.7	4.3	1	1	3	4	4	4	4	1264595	1266082	-1	ID=1_1114;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.298
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_933	-	VOG13797	-	2.6e-25	85.5	18.5	9.4e-15	51.0	5.2	1.8	1	1	1	2	2	2	2	1091367	1092035	1	ID=1_933;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.327
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1117	-	VOG13797	-	2.9e-25	85.3	29.3	1.1e-09	34.4	3.0	4.5	1	1	3	4	4	4	4	1268974	1270443	-1	ID=1_1117;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=7bp;gc_cont=0.320
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1118	-	VOG13797	-	1.9e-24	82.6	21.7	2.6e-12	43.0	4.0	3.8	1	1	3	4	4	4	4	1270525	1271802	-1	ID=1_1118;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.323
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1119	-	VOG13797	-	3.3e-23	78.6	31.5	7.7e-09	31.6	6.2	5.3	1	1	2	5	5	5	4	1271952	1273634	-1	ID=1_1119;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.303
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_715	-	VOG13797	-	4.5e-19	65.1	2.2	7.3e-13	44.8	0.7	2.6	1	1	1	2	2	2	2	829632	830429	1	ID=1_715;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.288
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_790	-	VOG13797	-	1.2e-18	63.7	2.1	5.5e-13	45.2	2.7	2.2	1	1	1	2	2	2	2	918587	919240	-1	ID=1_790;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.281
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_184	-	VOG13797	-	2.5e-18	62.7	6.0	1.2e-10	37.6	0.2	3.0	1	1	2	3	3	3	2	179884	180786	-1	ID=1_184;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.293
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_967	-	VOG13797	-	9.6e-17	57.5	10.8	6.7e-05	18.8	0.1	4.6	2	2	2	4	4	4	3	1122578	1123606	-1	ID=1_967;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_612	-	VOG13797	-	2.3e-16	56.2	14.3	7.1e-09	31.7	2.0	3.2	1	1	2	3	3	3	3	726077	727234	-1	ID=1_612;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.271
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1196	-	VOG13797	-	3e-16	55.8	1.7	4.4e-16	55.3	1.7	1.2	1	0	0	1	1	1	1	1347212	1348219	-1	ID=1_1196;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=5bp;gc_cont=0.381
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_55	-	VOG13797	-	7.3e-16	54.6	10.2	1.1e-08	31.1	0.2	3.3	1	1	2	4	4	4	3	51198	52241	-1	ID=1_55;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=6bp;gc_cont=0.300
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_216	-	VOG13797	-	1.7e-15	53.4	7.1	2.7e-08	29.9	1.1	2.3	1	1	1	2	2	2	2	211839	212645	-1	ID=1_216;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=14bp;gc_cont=0.261
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_311	-	VOG13797	-	2.3e-14	49.7	5.8	2.8e-14	49.4	5.8	1.2	1	0	0	1	1	1	1	334609	335217	-1	ID=1_311;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.269
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_699	-	VOG13797	-	9.1e-12	41.2	3.4	1.4e-11	40.6	1.9	1.9	1	1	1	2	2	2	1	814457	815011	-1	ID=1_699;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.276
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_20	-	VOG13797	-	5e-11	38.8	7.5	2.9e-08	29.7	0.2	2.1	1	1	1	2	2	2	2	18521	19198	-1	ID=1_20;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=8bp;gc_cont=0.295
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_642	-	VOG13853	-	0	1017.0	32.7	0	1016.8	32.7	1.0	1	0	0	1	1	1	1	758078	759706	-1	ID=1_642;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=3bp;gc_cont=0.305
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_482	-	VOG13975	-	6e-119	392.9	16.6	6.9e-119	392.8	16.6	1.0	1	0	0	1	1	1	1	563658	564575	1	ID=1_482;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=3bp;gc_cont=0.293
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_320	-	VOG14293	-	1.5e-269	891.1	54.6	1.7e-269	891.0	54.6	1.0	1	0	0	1	1	1	1	346215	347735	1	ID=1_320;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=7bp;gc_cont=0.275
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_766	-	VOG14640	-	1.2e-154	509.9	2.8	1.4e-154	509.8	2.8	1.0	1	0	0	1	1	1	1	888982	889926	-1	ID=1_766;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=7bp;gc_cont=0.339
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_256	-	VOG14822	-	2.6e-47	157.9	139.2	2.4e-29	98.6	73.1	3.4	2	1	1	3	3	3	2	261912	266051	-1	ID=1_256;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=7bp;gc_cont=0.271
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_869	-	VOG15191	-	1.9e-60	200.6	9.8	2.2e-60	200.4	9.8	1.0	1	0	0	1	1	1	1	1017443	1018123	1	ID=1_869;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.305
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_253	-	VOG15276	-	2.5e-37	124.9	23.7	1.2e-24	83.5	7.6	2.8	1	1	1	2	2	2	2	257426	259711	-1	ID=1_253;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=5bp;gc_cont=0.341
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_837	-	VOG15321	-	1.7e-17	59.3	1.0	1.2e-16	56.6	0.3	2.6	2	1	0	2	2	2	1	972234	976712	1	ID=1_837;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=8bp;gc_cont=0.320
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_911	-	VOG15343	-	0	1042.7	90.0	0	1042.5	90.0	1.0	1	0	0	1	1	1	1	1060228	1062180	1	ID=1_911;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=15bp;gc_cont=0.251
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_355	-	VOG15343	-	9.3e-19	63.5	7.4	9.3e-19	63.5	7.4	2.3	2	0	0	2	2	2	1	396440	398071	-1	ID=1_355;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=6bp;gc_cont=0.284
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_340	-	VOG15343	-	3.5e-17	58.3	9.5	2.4e-15	52.3	4.4	2.4	1	1	1	2	2	2	2	379242	381086	-1	ID=1_340;partial=00;start_type=ATG;rbs_motif=ATCTA;rbs_spacer=12bp;gc_cont=0.306
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_98	-	VOG15406	-	3.2e-273	902.4	21.9	3.6e-273	902.2	21.9	1.0	1	0	0	1	1	1	1	92479	93858	1	ID=1_98;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=6bp;gc_cont=0.275
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1265	-	VOG15406	-	1.9e-102	339.4	12.4	4.4e-102	338.2	12.4	1.7	1	1	0	1	1	1	1	1427859	1430747	-1	ID=1_1265;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=6bp;gc_cont=0.307
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_388	-	VOG15575	-	8.3e-274	904.7	52.1	9.3e-274	904.5	52.1	1.0	1	0	0	1	1	1	1	447494	448696	-1	ID=1_388;partial=00;start_type=ATG;rbs_motif=TATAT;rbs_spacer=4bp;gc_cont=0.244
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1166	-	VOG15575	-	9.2e-53	176.1	33.4	3.7e-51	170.8	31.1	2.9	2	1	0	2	2	2	1	1316221	1317498	1	ID=1_1166;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=7bp;gc_cont=0.285
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1165	-	VOG15575	-	2e-52	175.0	36.1	1.2e-32	109.7	12.2	3.3	2	1	0	2	2	2	2	1314855	1316177	1	ID=1_1165;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=4bp;gc_cont=0.268
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1164	-	VOG15575	-	1.7e-48	162.0	34.0	7.2e-48	159.9	34.0	2.2	1	1	0	1	1	1	1	1313454	1314716	1	ID=1_1164;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=4bp;gc_cont=0.284
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1009	-	VOG15575	-	2.7e-30	102.0	8.8	3.5e-30	101.7	8.8	1.1	1	0	0	1	1	1	1	1162575	1163249	1	ID=1_1009;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=9bp;gc_cont=0.280
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1010	-	VOG15575	-	3.2e-29	98.5	18.4	2.8e-28	95.4	18.4	1.9	1	1	0	1	1	1	1	1163352	1163888	1	ID=1_1010;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.251
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_694	-	VOG15855	-	6.1e-182	600.7	2.1	6.8e-182	600.6	2.1	1.0	1	0	0	1	1	1	1	810702	811787	-1	ID=1_694;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=8bp;gc_cont=0.310
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1247	-	VOG15947	-	8.9e-175	577.6	7.7	8.9e-175	577.6	7.7	2.0	1	1	1	2	2	2	1	1406186	1407631	1	ID=1_1247;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=7bp;gc_cont=0.282
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_548	-	VOG16044	-	1.9e-107	355.1	22.3	3e-107	354.5	22.3	1.3	1	1	0	1	1	1	1	648251	649336	-1	ID=1_548;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.280
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_738	-	VOG16044	-	3.3e-16	55.8	0.8	3.8e-16	55.6	0.8	1.0	1	0	0	1	1	1	1	860771	861181	-1	ID=1_738;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=7bp;gc_cont=0.353
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_169	-	VOG16088	-	1.9e-77	254.3	6.7	2.2e-77	254.1	6.7	1.0	1	0	0	1	1	1	1	165239	165697	-1	ID=1_169;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=14bp;gc_cont=0.327
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_966	-	VOG16304	-	1.4e-51	172.4	0.0	7.7e-20	67.5	0.0	4.3	1	1	2	3	3	3	3	1120875	1122482	-1	ID=1_966;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.340
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1119	-	VOG16304	-	1e-47	159.7	0.0	1.8e-42	142.3	0.0	2.4	1	1	1	2	2	2	2	1271952	1273634	-1	ID=1_1119;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.303
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1116	-	VOG16304	-	4.4e-44	147.7	0.0	1.5e-12	43.4	0.0	3.8	1	1	0	2	2	2	2	1267380	1268903	-1	ID=1_1116;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.308
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1117	-	VOG16304	-	7.9e-42	140.2	0.0	1.9e-30	102.6	0.0	3.2	1	1	1	2	2	2	2	1268974	1270443	-1	ID=1_1117;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=7bp;gc_cont=0.320
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1114	-	VOG16304	-	4.3e-40	134.5	0.0	1.8e-39	132.4	0.0	2.3	1	1	0	1	1	1	1	1264595	1266082	-1	ID=1_1114;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.298
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1118	-	VOG16304	-	6.7e-39	130.5	0.0	2.6e-17	59.2	0.0	3.3	1	1	0	1	1	1	1	1270525	1271802	-1	ID=1_1118;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.323
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_967	-	VOG16304	-	7.6e-31	103.9	0.0	1.7e-11	39.9	0.0	3.0	1	1	2	3	3	3	3	1122578	1123606	-1	ID=1_967;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_587	-	VOG16662	-	1.5e-84	281.3	21.8	1.9e-84	280.9	21.8	1.1	1	0	0	1	1	1	1	699379	700926	-1	ID=1_587;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=3bp;gc_cont=0.300
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_362	-	VOG16662	-	3e-48	161.1	14.6	3.9e-48	160.8	14.6	1.0	1	0	0	1	1	1	1	404276	405919	1	ID=1_362;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.305
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_751	-	VOG16662	-	3.8e-35	117.8	0.4	4.4e-35	117.6	0.4	1.1	1	0	0	1	1	1	1	877441	879024	1	ID=1_751;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.364
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_528	-	VOG16662	-	3.2e-21	71.7	12.8	2.5e-20	68.8	12.8	2.0	1	1	0	1	1	1	1	622050	623609	-1	ID=1_528;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.332
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_233	-	VOG16662	-	3.9e-19	64.8	18.6	6.4e-19	64.1	18.6	1.4	1	1	0	1	1	1	1	235902	237443	-1	ID=1_233;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.301
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_305	-	VOG16662	-	2e-17	59.2	28.6	3.6e-17	58.3	28.6	1.4	1	1	0	1	1	1	1	325196	326665	1	ID=1_305;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=10bp;gc_cont=0.269
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_241	-	VOG16662	-	2.3e-11	39.1	10.2	2.7e-10	35.6	10.2	2.1	1	1	0	1	1	1	1	242643	244355	-1	ID=1_241;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.309
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_496	-	VOG16672	-	9.8e-123	406.0	34.5	2.4e-122	404.8	34.5	1.5	1	1	0	1	1	1	1	578029	579303	1	ID=1_496;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=8bp;gc_cont=0.317
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_386	-	VOG16730	-	2.1e-103	341.1	471.3	2.4e-18	62.8	65.3	15.9	1	1	12	13	13	13	13	441598	446130	1	ID=1_386;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=6bp;gc_cont=0.479
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1001	-	VOG16730	-	8e-51	169.1	306.7	3.3e-18	62.3	53.2	10.2	1	1	6	9	9	9	8	1151477	1154752	-1	ID=1_1001;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.429
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_8	-	VOG16730	-	2.8e-32	108.4	184.5	1.4e-14	50.5	79.3	5.4	1	1	3	4	4	4	4	6132	8417	1	ID=1_8;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=7bp;gc_cont=0.432
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_417	-	VOG16730	-	5.6e-12	41.9	86.1	1.2e-05	21.2	37.1	3.2	1	1	1	3	3	3	3	477935	480259	1	ID=1_417;partial=00;start_type=ATG;rbs_motif=TATAT;rbs_spacer=4bp;gc_cont=0.358
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_234	-	VOG17042	-	4e-197	650.3	0.2	4.5e-197	650.2	0.2	1.0	1	0	0	1	1	1	1	237534	238532	-1	ID=1_234;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=10bp;gc_cont=0.368
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_643	-	VOG17654	-	6.9e-18	60.9	4.1	1.3e-17	60.0	4.1	1.4	1	0	0	1	1	1	1	759820	761511	-1	ID=1_643;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=5bp;gc_cont=0.255
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_503	-	VOG17654	-	5.1e-11	38.3	0.1	1.1e-10	37.2	0.1	1.5	1	0	0	1	1	1	1	591250	593169	-1	ID=1_503;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=3bp;gc_cont=0.281
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_727	-	VOG17731	-	0	1951.0	2.5	0	1950.8	2.5	1.0	1	0	0	1	1	1	1	845008	848844	-1	ID=1_727;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=8bp;gc_cont=0.370
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_586	-	VOG17731	-	8.3e-30	99.4	3.3	9.9e-30	99.2	3.3	1.0	1	0	0	1	1	1	1	698609	699160	-1	ID=1_586;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.306
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_749	-	VOG17807	-	1.6e-78	259.4	1.8	1.8e-78	259.2	1.8	1.0	1	0	0	1	1	1	1	876330	876902	1	ID=1_749;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=7bp;gc_cont=0.353
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_754	-	VOG17807	-	2.7e-12	43.3	0.0	7.4e-12	41.9	0.0	1.7	1	0	0	1	1	1	1	880822	881544	1	ID=1_754;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=5bp;gc_cont=0.397
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_907	-	VOG18040	-	1.8e-11	39.9	4.2	1.8e-11	39.9	4.2	2.7	1	1	1	2	2	2	2	1056884	1057750	1	ID=1_907;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=3bp;gc_cont=0.275
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_587	-	VOG18242	-	1e-11	41.2	0.0	2.2e-11	40.1	0.0	1.5	1	0	0	1	1	1	1	699379	700926	-1	ID=1_587;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=3bp;gc_cont=0.300
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_40	-	VOG18561	-	3.7e-115	381.6	3.6	4.3e-115	381.4	3.6	1.0	1	0	0	1	1	1	1	35473	36741	-1	ID=1_40;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.344
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_48	-	VOG18561	-	1.1e-15	53.8	11.6	4.2e-12	42.1	11.6	3.0	1	1	0	1	1	1	1	43915	45450	-1	ID=1_48;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=15bp;gc_cont=0.333
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1242	-	VOG18561	-	1.3e-12	43.8	0.2	2.8e-09	32.7	0.1	2.9	2	1	0	2	2	2	2	1398997	1401444	-1	ID=1_1242;partial=00;start_type=ATG;rbs_motif=ATTTA;rbs_spacer=6bp;gc_cont=0.362
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1267	-	VOG18629	-	4.9e-87	287.4	10.3	5.5e-87	287.2	10.3	1.0	1	0	0	1	1	1	1	1431753	1432337	-1	ID=1_1267;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=13bp;gc_cont=0.337
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1165	-	VOG18663	-	1.7e-194	643.0	38.8	1.9e-194	642.8	38.8	1.0	1	0	0	1	1	1	1	1314855	1316177	1	ID=1_1165;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=4bp;gc_cont=0.268
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1164	-	VOG18663	-	8.4e-132	436.4	32.7	1e-131	436.1	32.7	1.0	1	0	0	1	1	1	1	1313454	1314716	1	ID=1_1164;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=4bp;gc_cont=0.284
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1166	-	VOG18663	-	2.7e-118	391.9	29.1	5.1e-118	391.0	29.1	1.4	1	1	0	1	1	1	1	1316221	1317498	1	ID=1_1166;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=7bp;gc_cont=0.285
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_388	-	VOG18663	-	1.7e-75	250.9	52.6	1.8e-45	151.9	38.0	3.0	1	1	1	2	2	2	2	447494	448696	-1	ID=1_388;partial=00;start_type=ATG;rbs_motif=TATAT;rbs_spacer=4bp;gc_cont=0.244
