GVOG	num_species_with_GVOG	consensus_NOG	nog_category_abbr	nog_category	nog_description	proteins_with_plurality_NOG_annotation	consensus_pfam	pfam_desc	prots_with_plurality_pfam_annotation	proteins_in_GVOG
GVOG23876	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	4	4
GVOG23877	14	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	7	PF00226	Chaperone-J; DnaJ; DnaJ domain	14	14
GVOG23878	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF01755	GT-A; Glyco_transf_25; Glycosyltransferase family 25 (LPS biosynthesis protein)	2	2
GVOG23879	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00071	P-loop_NTPase; Ras; Ras family	2	2
GVOG23880	2	KOG3674	G	Carbohydrate transport and metabolism	cap2 mRNA methylation	2	PF01728	NADP_Rossmann; FtsJ; FtsJ-like methyltransferase	2	2
GVOG23881	3	no_annot	no_annot	no_annot	no_annot	2	PF02399	P-loop_NTPase; Herpes_ori_bp; Origin of replication binding protein	3	3
GVOG23882	21	COG0863	L	Replication, recombination and repair	Belongs to the N(4) N(6)-methyltransferase family	18	PF01555	NADP_Rossmann; N6_N4_Mtase; DNA methylase	21	21
GVOG23883	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF13637	Ank; Ank_4; Ankyrin repeats (many copies)	2	3
GVOG23884	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG23885	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG23886	3	KOG0231	DZ	Cell cycle control, cell division, chromosome partitioning;Cytoskeleton	MORN repeat-containing protein	2	PF02493	MORN; MORN; MORN repeat	3	3
GVOG23887	2	KOG0743	O	Post-translational modification, protein turnover, and chaperones	respiratory chain complex III assembly	2	PF00004	P-loop_NTPase; AAA; ATPase family associated with various cellular activities (AAA)	2	2
GVOG23888	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG23889	2	KOG3539	O	Post-translational modification, protein turnover, and chaperones	Extracellular matrix protein	3	PF00090	; TSP_1; Thrombospondin type 1 domain	4	4
GVOG23890	3	2SGK0	S	Function unknown	unknown	3	no_annot	no_annot	3	3
GVOG23891	3	KOG3370	F	Nucleotide transport and metabolism	dUTP metabolic process	3	PF00692	dUTPase; dUTPase; dUTPase	3	3
GVOG23892	2	no_annot	no_annot	no_annot	no_annot	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG23893	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG23894	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG23895	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG23896	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG23897	2	2SF4Y	J	Translation, ribosomal structure and biogenesis	unknown	2	no_annot	no_annot	2	2
GVOG23898	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG23899	7	KOG1324	H	Coenzyme transport and metabolism	dihydrofolate reductase activity	7	PF00186	DHFred; DHFR_1; Dihydrofolate reductase	7	7
GVOG23900	4	KOG4412	L	Replication, recombination and repair	proteasome regulatory particle assembly	5	PF13637	Ank; Ank_4; Ankyrin repeats (many copies)	4	5
GVOG23901	2	COG4642	M	Cell wall/membrane/envelope biogenesis	MORN repeat	2	PF02493	MORN; MORN; MORN repeat	2	2
GVOG23902	3	2QRBT	S	Function unknown	brambleberry-like	3	no_annot	no_annot	3	3
GVOG23903	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG23904	2	2ZA1N	S	Function unknown	unknown	2	PF10553	; MSV199; MSV199 domain	2	2
GVOG23905	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF10553	; MSV199; MSV199 domain	2	2
GVOG23906	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG23907	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG23908	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG23909	2	2S61S	L	Replication, recombination and repair	transposition	2	PF07282	Zn_Beta_Ribbon; OrfB_Zn_ribbon; Putative transposase DNA-binding domain	2	2
GVOG23910	2	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG23911	8	arCOG01764	K	Transcription	General factor that plays a role in the activation of archaeal genes transcribed by RNA polymerase. Binds specifically to the TATA box promoter element which lies close to the position of transcription initiation	5	PF00352	TBP-like; TBP; Transcription factor TFIID (or TATA-binding protein, TBP)	8	8
GVOG23912	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG23913	4	KOG1597	K	Transcription	TBP-class protein binding	4	no_consensus_PFAM	no_consensus_PFAM	2	4
GVOG23914	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG23915	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG23916	2	2SSZG	S	Function unknown	Large eukaryotic DNA virus major capsid protein	2	PF16903	Nucleoplasmin; Capsid_N; Major capsid protein N-terminus	2	2
GVOG23917	2	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG23918	2	COG0639	T	Signal transduction mechanisms	Hydrolyzes diadenosine 5',5'''-P1,P4-tetraphosphate to yield ADP	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG23919	2	COG4889	L	Replication, recombination and repair	helicase	2	PF03457	; HA; Helicase associated domain	2	2
GVOG23920	2	KOG2045	ADL	RNA processing and modification;Cell cycle control, cell division, chromosome partitioning;Replication, recombination and repair	5'-3' exonuclease activity	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG23921	3	KOG1870	O	Post-translational modification, protein turnover, and chaperones	ubiquitinyl hydrolase activity	2	PF00443	Peptidase_CA; UCH; Ubiquitin carboxyl-terminal hydrolase	3	3
GVOG23922	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00293	NUDIX; NUDIX; NUDIX domain	2	2
GVOG23923	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	3
GVOG23924	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG23925	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG23926	5	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_annot	no_annot	6	6
GVOG23927	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG23928	5	KOG2534	L	Replication, recombination and repair	DNA polymerase	5	PF14792	NTP_transf; DNA_pol_B_palm; DNA polymerase beta palm	5	5
GVOG23929	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG23930	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG23931	9	KOG1112	F	Nucleotide transport and metabolism	ribonucleoside-diphosphate reductase activity	9	PF02867	PFL-like; Ribonuc_red_lgC; Ribonucleotide reductase, barrel domain	9	9
GVOG23932	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG23933	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	3	3
GVOG23934	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00892	DMT; EamA; EamA-like transporter family	3	3
GVOG23935	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	4	4
GVOG23936	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	3
GVOG23937	2	KOG3005	L	Replication, recombination and repair	5'-flap endonuclease activity	2	PF01541	GIY-YIG; GIY-YIG; GIY-YIG catalytic domain	2	2
GVOG23938	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG23939	4	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	4	4
GVOG23940	3	KOG2132	IQ	Lipid transport and metabolism;Secondary metabolites biosynthesis, transport, and catabolism	tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity	2	PF13621	Cupin; Cupin_8; Cupin-like domain	3	3
GVOG23941	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG23942	5	arCOG03898	V	Defense mechanisms	COG1403 Restriction endonuclease	5	PF01844	His-Me_finger; HNH; HNH endonuclease	5	5
GVOG23943	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG23944	3	2SSZG	S	Function unknown	Large eukaryotic DNA virus major capsid protein	3	PF16903	Nucleoplasmin; Capsid_N; Major capsid protein N-terminus	3	3
GVOG23945	3	arCOG01268	K	Transcription	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	2	PF01192	; RNA_pol_Rpb6; RNA polymerase Rpb6	3	3
GVOG23946	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG23947	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG23948	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00145	NADP_Rossmann; DNA_methylase; C-5 cytosine-specific DNA methylase	2	2
GVOG23949	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG23950	3	2ZBRQ	S	Function unknown	Methyltransferase FkbM domain	2	PF05050	NADP_Rossmann; Methyltransf_21; Methyltransferase FkbM domain	3	3
GVOG23951	2	COG0784	T	Signal transduction mechanisms	Response regulator, receiver	2	PF00072	CheY; Response_reg; Response regulator receiver domain	2	2
GVOG23952	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00226	Chaperone-J; DnaJ; DnaJ domain	2	2
GVOG23953	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG23954	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	3	3
GVOG23955	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG23956	3	KOG2691	K	Transcription	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter	2	no_annot	no_annot	3	3
GVOG23957	12	31RW8	S	Function unknown	unknown	12	no_annot	no_annot	7	12
GVOG23958	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG23959	3	2S89Z	L	Replication, recombination and repair	RNase H	3	PF13456	RNase_H; RVT_3; Reverse transcriptase-like	3	3
GVOG23960	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF11820	; DUF3339; Protein of unknown function (DUF3339)	3	3
GVOG23961	4	arCOG01381	M	Cell wall/membrane/envelope biogenesis	PFAM Glycosyl transferase family 2	3	PF00535	GT-A; Glycos_transf_2; Glycosyl transferase family 2	4	4
GVOG23962	9	2Z9ZT	S	Function unknown	unknown	8	no_annot	no_annot	9	9
GVOG23963	3	arCOG03056	I	Lipid transport and metabolism	PFAM phosphoesterase, PA-phosphatase related	2	PF01569	pap2; PAP2; PAP2 superfamily	3	3
GVOG23964	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG23965	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG23966	19	KOG3773	M	Cell wall/membrane/envelope biogenesis	triglyceride catabolic process	14	no_annot	no_annot	16	19
GVOG23967	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG23968	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG23969	2	2SCSN	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG23970	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG23971	11	no_annot	no_annot	no_annot	no_annot	12	no_annot	no_annot	12	12
GVOG23972	2	2S63V	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG23973	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG23974	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG23975	4	2SR9M	S	Function unknown	Protein of unknown function (DUF3431)	4	PF11913	; DUF3431; Protein of unknown function (DUF3431)	3	4
GVOG23976	4	arCOG00272	EG	Amino acid transport and metabolism;Carbohydrate transport and metabolism	of the drug metabolite transporter (DMT) superfamily	4	PF00892	DMT; EamA; EamA-like transporter family	4	4
GVOG23977	8	arCOG07749	S	Function unknown	PD-(D/E)XK nuclease superfamily	6	PF13366	PDDEXK; PDDEXK_3; PD-(D/E)XK nuclease superfamily	8	8
GVOG23978	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG23979	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	4	4
GVOG23980	2	2ZGEX	S	Function unknown	Putative papain-like cysteine peptidase (DUF1796)	2	PF08795	; DUF1796; Putative papain-like cysteine peptidase (DUF1796)	2	2
GVOG23981	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG23982	5	KOG4754	V	Defense mechanisms	isomerase activity	5	PF00300	His_phosphatase; His_Phos_1; Histidine phosphatase superfamily (branch 1)	5	5
GVOG23983	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF03382	LRR; DUF285; Mycoplasma protein of unknown function, DUF285	2	2
GVOG23984	4	2RYQR	S	Function unknown	unknown	4	PF00313	OB; CSD; 'Cold-shock' DNA-binding domain	3	4
GVOG23985	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG23986	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG23987	7	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	7	7
GVOG23988	3	KOG4569	G	Carbohydrate transport and metabolism	lipid metabolic process	2	PF01764	AB_hydrolase; Lipase_3; Lipase (class 3)	3	3
GVOG23989	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	PF01712	P-loop_NTPase; dNK; Deoxynucleoside kinase	4	4
GVOG23990	2	2STRS	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG23991	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG23992	6	KOG0947	L	Replication, recombination and repair	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay	6	PF00270	P-loop_NTPase; DEAD; DEAD/DEAH box helicase	4	6
GVOG23993	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG23994	3	COG3145	L	Replication, recombination and repair	DNA-N1-methyladenine dioxygenase activity	2	PF13532	Cupin; 2OG-FeII_Oxy_2; 2OG-Fe(II) oxygenase superfamily	3	3
GVOG23995	7	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	7	7
GVOG23996	2	KOG1872	O	Post-translational modification, protein turnover, and chaperones	catalytic activity, acting on a protein	2	PF00240	Ubiquitin; ubiquitin; Ubiquitin family	2	2
GVOG23997	8	no_annot	no_annot	no_annot	no_annot	8	no_annot	no_annot	8	8
GVOG23998	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG23999	2	2SHTQ	S	Function unknown	Major capsid protein N-terminus	2	PF04451	Hexon; Capsid_NCLDV; Large eukaryotic DNA virus major capsid protein	2	2
GVOG24000	3	COG2131	F	Nucleotide transport and metabolism	deaminase	2	PF00383	CDA; dCMP_cyt_deam_1; Cytidine and deoxycytidylate deaminase zinc-binding region	3	3
GVOG24001	3	COG3392	L	Replication, recombination and repair	D12 class N6 adenine-specific DNA methyltransferase	3	PF02086	NADP_Rossmann; MethyltransfD12; D12 class N6 adenine-specific DNA methyltransferase	2	3
GVOG24002	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG24003	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	3
GVOG24004	3	KOG1143	G	Carbohydrate transport and metabolism	GTPase activity	2	PF00009	P-loop_NTPase; GTP_EFTU; Elongation factor Tu GTP binding domain	3	3
GVOG24005	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG24006	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG24007	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00193	C_Lectin; Xlink; Extracellular link domain	2	3
GVOG24008	7	2QTYC	L	Replication, recombination and repair	DNA ligase OB-like domain	7	PF14743	OB; DNA_ligase_OB_2; DNA ligase OB-like domain	5	7
GVOG24009	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00293	NUDIX; NUDIX; NUDIX domain	2	2
GVOG24010	2	32YI7	S	Function unknown	KilA-N	2	PF04383	HTH; KilA-N; KilA-N domain	3	3
GVOG24011	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG24012	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG24013	12	arCOG02636	L	Replication, recombination and repair	COG1002 Type II restriction enzyme, methylase subunits	12	PF07669	NADP_Rossmann; Eco57I; Eco57I restriction-modification methylase	7	12
GVOG24014	4	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	4	4
GVOG24015	11	no_annot	no_annot	no_annot	no_annot	11	no_annot	no_annot	12	12
GVOG24016	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG24017	2	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG24018	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG24019	2	319VU	S	Function unknown	unknown	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG24020	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG24021	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG24022	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF01370	NADP_Rossmann; Epimerase; NAD dependent epimerase/dehydratase family	2	2
GVOG24023	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG24024	4	COG3475	M	Cell wall/membrane/envelope biogenesis	LICD family	3	PF04991	NTP_transf; LicD; LicD family	4	4
GVOG24025	7	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	7	7
GVOG24026	12	arCOG01381	M	Cell wall/membrane/envelope biogenesis	PFAM Glycosyl transferase family 2	8	PF00535	GT-A; Glycos_transf_2; Glycosyl transferase family 2	12	12
GVOG24027	3	COG5164	K	Transcription	cell wall organization	2	no_annot	no_annot	2	3
GVOG24028	3	arCOG00833	C	Energy production and conversion	PFAM GCN5-related N-acetyltransferase	3	PF00583	Acetyltrans; Acetyltransf_1; Acetyltransferase (GNAT) family	2	3
GVOG24029	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG24030	4	KOG2004	O	Post-translational modification, protein turnover, and chaperones	ATP-dependent serine protease that mediates the selective degradation of misfolded, unassembled or oxidatively damaged polypeptides as well as certain short-lived regulatory proteins in the mitochondrial matrix. May also have a chaperone function in the assembly of inner membrane protein complexes. Participates in the regulation of mitochondrial gene expression and in the maintenance of the integrity of the mitochondrial genome. Binds to mitochondrial	4	PF05362	S5; Lon_C; Lon protease (S16) C-terminal proteolytic domain	4	4
GVOG24031	2	KOG1550	T	Signal transduction mechanisms	ERAD pathway	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG24032	53	KOG4628	O	Post-translational modification, protein turnover, and chaperones	protein modification by small protein conjugation or removal	37	PF13639	RING; zf-RING_2; Ring finger domain	48	53
GVOG24033	14	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	5	PF13639	RING; zf-RING_2; Ring finger domain	10	14
GVOG24034	168	no_annot	no_annot	no_annot	no_annot	143	no_annot	no_annot	121	168
GVOG24035	10	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	5	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	10	10
GVOG24036	9	arCOG04004	T	Signal transduction mechanisms	ankyrin repeat	5	no_consensus_PFAM	no_consensus_PFAM	3	9
GVOG24037	10	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	5	PF04488	GT-A; Gly_transf_sug; Glycosyltransferase sugar-binding region containing DXD motif	9	10
GVOG24038	10	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	7	10
GVOG24039	11	KOG0802	O	Post-translational modification, protein turnover, and chaperones	protein polyubiquitination	7	PF13639	RING; zf-RING_2; Ring finger domain	9	11
GVOG24040	7	COG3306	M	Cell wall/membrane/envelope biogenesis	glycosyltransferase involved in LPS biosynthesis	6	PF01755	GT-A; Glyco_transf_25; Glycosyltransferase family 25 (LPS biosynthesis protein)	4	7
GVOG24041	11	KOG0508	L	Replication, recombination and repair	EP4 subtype prostaglandin E2 receptor binding	6	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	10	11
GVOG24042	19	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	5	no_annot	no_annot	11	19
GVOG24043	12	COG3306	M	Cell wall/membrane/envelope biogenesis	glycosyltransferase involved in LPS biosynthesis	11	PF01755	GT-A; Glyco_transf_25; Glycosyltransferase family 25 (LPS biosynthesis protein)	10	12
GVOG24044	8	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	6	8
GVOG24045	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	PF00069	PKinase; Pkinase; Protein kinase domain	6	6
GVOG24046	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_consensus_PFAM	no_consensus_PFAM	2	6
GVOG24047	6	2QTV0	S	Function unknown	unknown	4	PF03382	LRR; DUF285; Mycoplasma protein of unknown function, DUF285	6	6
GVOG24048	11	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	PF04488	GT-A; Gly_transf_sug; Glycosyltransferase sugar-binding region containing DXD motif	7	11
GVOG24049	8	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	4	PF13639	RING; zf-RING_2; Ring finger domain	7	8
GVOG24050	18	no_annot	no_annot	no_annot	no_annot	16	no_annot	no_annot	18	18
GVOG24051	7	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	7	7
GVOG24052	8	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_consensus_PFAM	no_consensus_PFAM	3	8
GVOG24053	5	COG5164	K	Transcription	cell wall organization	3	PF01391	; Collagen; Collagen triple helix repeat (20 copies)	5	5
GVOG24054	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_consensus_PFAM	no_consensus_PFAM	3	6
GVOG24055	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	PF00240	Ubiquitin; ubiquitin; Ubiquitin family	6	6
GVOG24056	4	2RXW0	S	Function unknown	unknown	4	no_annot	no_annot	5	5
GVOG24057	5	arCOG04004	T	Signal transduction mechanisms	ankyrin repeat	3	PF13637	Ank; Ank_4; Ankyrin repeats (many copies)	3	5
GVOG24058	5	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF13855	LRR; LRR_8; Leucine rich repeat	3	5
GVOG24059	5	KOG2461	H	Coenzyme transport and metabolism	methyltransferase activity	3	no_annot	no_annot	3	5
GVOG24060	5	2T0K4	S	Function unknown	unknown	3	no_consensus_PFAM	no_consensus_PFAM	2	5
GVOG24061	5	KOG1259	P	Inorganic ion transport and metabolism	norepinephrine secretion	3	PF12799	LRR; LRR_4; Leucine Rich repeats (2 copies)	4	5
GVOG24062	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	PF13639	RING; zf-RING_2; Ring finger domain	5	6
GVOG24063	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG24064	10	2RRKU	S	Function unknown	unknown	10	no_annot	no_annot	6	10
GVOG24065	5	COG4642	M	Cell wall/membrane/envelope biogenesis	MORN repeat	3	PF02493	MORN; MORN; MORN repeat	4	5
GVOG24066	9	2Z9J9	S	Function unknown	KilA-N	5	PF04383	HTH; KilA-N; KilA-N domain	6	9
GVOG24067	21	2Z8NG	S	Function unknown	Glycosyltransferase family 10 (fucosyltransferase) C-term	16	PF00852	GT-B; Glyco_transf_10; Glycosyltransferase family 10 (fucosyltransferase) C-term	21	21
GVOG24068	55	no_annot	no_annot	no_annot	no_annot	33	no_annot	no_annot	55	55
GVOG24069	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	5	6
GVOG24070	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG24071	18	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	8	no_consensus_PFAM	no_consensus_PFAM	6	18
GVOG24072	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_consensus_PFAM	no_consensus_PFAM	2	4
GVOG24073	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	4	4
GVOG24074	4	338R3	L	Replication, recombination and repair	NUMOD3 motif (2 copies)	4	PF07460	; NUMOD3; NUMOD3 motif (2 copies)	3	4
GVOG24075	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	4	4
GVOG24076	5	346NZ	S	Function unknown	unknown	3	PF03016	; Exostosin; Exostosin family	3	5
